Site,SKU,Device,Color,RAM,Storage,isDefault
CA_FR,SM-F971WLVAXAC,Galaxy Z Fold8,Lavender,12GB,256GB,O
CA_FR,SM-F971WLVEXAC,Galaxy Z Fold8,Lavender,12GB,512GB,
CA_FR,SM-F971WLVFXAC,Galaxy Z Fold8,Lavender,16GB,1TB,
CA_FR,SM-F971WZGAXAC,Galaxy Z Fold8,Pistachio,12GB,256GB,O
CA_FR,SM-F971WZGEXAC,Galaxy Z Fold8,Pistachio,12GB,512GB,
CA_FR,SM-F971WZKAXAC,Galaxy Z Fold8,Graphite,12GB,256GB,
CA_FR,SM-F971WZKEXAC,Galaxy Z Fold8,Graphite,12GB,512GB,
CA_FR,SM-F971WZKFXAC,Galaxy Z Fold8,Graphite,16GB,1TB,
CA_FR,SM-F971WZWAXAC,Galaxy Z Fold8,Cream,12GB,256GB,
CA_FR,SM-F971WZWEXAC,Galaxy Z Fold8,Cream,12GB,512GB,
CA_FR,SM-F976WDGAXAC,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
CA_FR,SM-F976WDGEXAC,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
CA_FR,SM-F976WZKAXAC,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
CA_FR,SM-F976WZKEXAC,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
CA_FR,SM-F976WZKFXAC,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
CA_FR,SM-F976WZVAXAC,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
CA_FR,SM-F976WZVEXAC,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
CA_FR,SM-F976WZVFXAC,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
CA_FR,SM-F976WZWAXAC,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
CA_FR,SM-F976WZWEXAC,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
CA_FR,SM-L340NZEAXAC,Galaxy Watch9,Cream,,BLUETOOTH,O
CA_FR,SM-L340NZEDXAC,Galaxy Watch9,Cream,,BLUETOOTH,O
CA_FR,SM-L340NZKAXAC,Galaxy Watch9,Graphite,,BLUETOOTH,
CA_FR,SM-L340NZKDXAC,Galaxy Watch9,Graphite,,BLUETOOTH,
CA_FR,SM-L345FZEAXAC,Galaxy Watch9,Cream,,LTE,O
CA_FR,SM-L345FZKAXAC,Galaxy Watch9,Graphite,,LTE,
CA_FR,SM-L350NZKAXAC,Galaxy Watch9,Graphite,,BLUETOOTH,O
CA_FR,SM-L350NZKDXAC,Galaxy Watch9,Graphite,,BLUETOOTH,O
CA_FR,SM-L350NZSAXAC,Galaxy Watch9,Silver,,BLUETOOTH,
CA_FR,SM-L350NZSDXAC,Galaxy Watch9,Silver,,BLUETOOTH,
CA_FR,SM-L355FZKAXAC,Galaxy Watch9,Graphite,,LTE,O
CA_FR,SM-L355FZSAXAC,Galaxy Watch9,Silver,,LTE,
CA_FR,SM-L715FZKAXAC,Galaxy Watch Ultra2,Titanium Gray,,LTE,
CA_FR,SM-L715FZKDXAC,Galaxy Watch Ultra2,Titanium Gray,,LTE,
CA_FR,SM-L715FZSAXAC,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
CA_FR,SM-L715FZSDXAC,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
CN,SM-F7760LGACHC,Galaxy Z Flip8,Mint,12GB,256GB,O
CN,SM-F7760LGECHC,Galaxy Z Flip8,Mint,12GB,512GB,
CN,SM-F7760LIACHC,Galaxy Z Flip8,Pink,12GB,256GB,O
CN,SM-F7760LIECHC,Galaxy Z Flip8,Pink,12GB,512GB,
CN,SM-F7760ZKACHC,Galaxy Z Flip8,Graphite,12GB,256GB,
CN,SM-F7760ZKECHC,Galaxy Z Flip8,Graphite,12GB,512GB,
CN,SM-F7760ZWACHC,Galaxy Z Flip8,Cream,12GB,256GB,
CN,SM-F7760ZWECHC,Galaxy Z Flip8,Cream,12GB,512GB,
CN,SM-F9710LVDCHC,Galaxy Z Fold8,Lavender,12GB,256GB,O
CN,SM-F9710LVGCHC,Galaxy Z Fold8,Lavender,12GB,512GB,
CN,SM-F9710LVHCHC,Galaxy Z Fold8,Lavender,16GB,1TB,
CN,SM-F9710ZGDCHC,Galaxy Z Fold8,Pistachio,12GB,256GB,O
CN,SM-F9710ZGGCHC,Galaxy Z Fold8,Pistachio,12GB,512GB,
CN,SM-F9710ZGHCHC,Galaxy Z Fold8,Pistachio,16GB,1TB,
CN,SM-F9710ZKDCHC,Galaxy Z Fold8,Graphite,12GB,256GB,
CN,SM-F9710ZKGCHC,Galaxy Z Fold8,Graphite,12GB,512GB,
CN,SM-F9710ZKHCHC,Galaxy Z Fold8,Graphite,16GB,1TB,
CN,SM-F9710ZWDCHC,Galaxy Z Fold8,Cream,12GB,256GB,
CN,SM-F9710ZWGCHC,Galaxy Z Fold8,Cream,12GB,512GB,
CN,SM-F9710ZWHCHC,Galaxy Z Fold8,Cream,16GB,1TB,
CN,SM-F9760DGDCHC,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
CN,SM-F9760DGGCHC,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
CN,SM-F9760DGHCHC,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
CN,SM-F9760ZKDCHC,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
CN,SM-F9760ZKGCHC,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
CN,SM-F9760ZKHCHC,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
CN,SM-F9760ZVDCHC,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
CN,SM-F9760ZVGCHC,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
CN,SM-F9760ZVHCHC,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
CN,SM-F9760ZWDCHC,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
CN,SM-F9760ZWGCHC,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
CN,SM-F9760ZWHCHC,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
CN,SM-L340NZEACHC,Galaxy Watch9,Cream,,BLUETOOTH,O
CN,SM-L340NZKACHC,Galaxy Watch9,Graphite,,BLUETOOTH,
CN,SM-L350NZKACHC,Galaxy Watch9,Graphite,,BLUETOOTH,O
CN,SM-L350NZSACHC,Galaxy Watch9,Silver,,BLUETOOTH,
CN,SM-L3550ZKACHC,Galaxy Watch9,Graphite,,LTE,O
CN,SM-L3550ZSACHC,Galaxy Watch9,Silver,,LTE,
CN,SM-L7150ZKACHC,Galaxy Watch Ultra2,Titanium Gray,,LTE,
CN,SM-L7150ZSACHC,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
CZ,SM-F776BLGGEUE,Galaxy Z Flip8,Mint,12GB,256GB,
CZ,SM-F776BLGHEUE,Galaxy Z Flip8,Mint,12GB,512GB,O
CZ,SM-F776BLIGEUE,Galaxy Z Flip8,Pink,12GB,256GB,O
CZ,SM-F776BLIHEUE,Galaxy Z Flip8,Pink,12GB,512GB,
CZ,SM-F776BZKGEUE,Galaxy Z Flip8,Graphite,12GB,256GB,
CZ,SM-F776BZKHEUE,Galaxy Z Flip8,Graphite,12GB,512GB,
CZ,SM-F776BZWGEUE,Galaxy Z Flip8,Cream,12GB,256GB,
CZ,SM-F776BZWHEUE,Galaxy Z Flip8,Cream,12GB,512GB,
CZ,SM-F971BLVBEUE,Galaxy Z Fold8,Lavender,12GB,256GB,O
CZ,SM-F971BLVCEUE,Galaxy Z Fold8,Lavender,12GB,512GB,
CZ,SM-F971BLVNEUE,Galaxy Z Fold8,Lavender,16GB,1TB,
CZ,SM-F971BZGBEUE,Galaxy Z Fold8,Pistachio,12GB,256GB,
CZ,SM-F971BZGCEUE,Galaxy Z Fold8,Pistachio,12GB,512GB,O
CZ,SM-F971BZGNEUE,Galaxy Z Fold8,Pistachio,16GB,1TB,
CZ,SM-F971BZKBEUE,Galaxy Z Fold8,Graphite,12GB,256GB,
CZ,SM-F971BZKCEUE,Galaxy Z Fold8,Graphite,12GB,512GB,
CZ,SM-F971BZKNEUE,Galaxy Z Fold8,Graphite,16GB,1TB,
CZ,SM-F971BZWBEUE,Galaxy Z Fold8,Cream,12GB,256GB,
CZ,SM-F971BZWCEUE,Galaxy Z Fold8,Cream,12GB,512GB,
CZ,SM-F971BZWNEUE,Galaxy Z Fold8,Cream,16GB,1TB,
CZ,SM-F976BDGBEUE,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,
CZ,SM-F976BDGCEUE,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,O
CZ,SM-F976BDGNEUE,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
CZ,SM-F976BZKBEUE,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
CZ,SM-F976BZKCEUE,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
CZ,SM-F976BZKNEUE,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
CZ,SM-F976BZVBEUE,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
CZ,SM-F976BZVCEUE,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
CZ,SM-F976BZVNEUE,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
CZ,SM-F976BZWBEUE,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
CZ,SM-F976BZWCEUE,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
CZ,SM-F976BZWNEUE,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
CZ,SM-L340NZEAEUE,Galaxy Watch9,Cream,,BLUETOOTH,O
CZ,SM-L340NZKAEUE,Galaxy Watch9,Graphite,,BLUETOOTH,
CZ,SM-L345FZEAEUE,Galaxy Watch9,Cream,,LTE,
CZ,SM-L345FZKAEUE,Galaxy Watch9,Graphite,,LTE,O
CZ,SM-L350NZKAEUE,Galaxy Watch9,Graphite,,BLUETOOTH,O
CZ,SM-L350NZSAEUE,Galaxy Watch9,Silver,,BLUETOOTH,
CZ,SM-L355FZKAEUE,Galaxy Watch9,Graphite,,LTE,O
CZ,SM-L355FZSAEUE,Galaxy Watch9,Silver,,LTE,
CZ,SM-L715FZKAEUE,Galaxy Watch Ultra2,Titanium Gray,,LTE,
CZ,SM-L715FZSAEUE,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
DE,SM-F776BLGGEUB,Galaxy Z Flip8,Mint,12GB,256GB,O
DE,SM-F776BLGHEUB,Galaxy Z Flip8,Mint,12GB,512GB,
DE,SM-F776BLIGEUB,Galaxy Z Flip8,Pink,12GB,256GB,O
DE,SM-F776BLIHEUB,Galaxy Z Flip8,Pink,12GB,512GB,
DE,SM-F776BZKGEUB,Galaxy Z Flip8,Graphite,12GB,256GB,
DE,SM-F776BZKHEUB,Galaxy Z Flip8,Graphite,12GB,512GB,
DE,SM-F776BZWGEUB,Galaxy Z Flip8,Cream,12GB,256GB,
DE,SM-F776BZWHEUB,Galaxy Z Flip8,Cream,12GB,512GB,
DE,SM-F971BLVBEUB,Galaxy Z Fold8,Lavender,12GB,256GB,O
DE,SM-F971BLVCEUB,Galaxy Z Fold8,Lavender,12GB,512GB,
DE,SM-F971BLVNEUB,Galaxy Z Fold8,Lavender,16GB,1TB,
DE,SM-F971BZGBEUB,Galaxy Z Fold8,Pistachio,12GB,256GB,O
DE,SM-F971BZGCEUB,Galaxy Z Fold8,Pistachio,12GB,512GB,
DE,SM-F971BZGNEUB,Galaxy Z Fold8,Pistachio,16GB,1TB,
DE,SM-F971BZKBEUB,Galaxy Z Fold8,Graphite,12GB,256GB,
DE,SM-F971BZKCEUB,Galaxy Z Fold8,Graphite,12GB,512GB,
DE,SM-F971BZKNEUB,Galaxy Z Fold8,Graphite,16GB,1TB,
DE,SM-F971BZWBEUB,Galaxy Z Fold8,Cream,12GB,256GB,
DE,SM-F971BZWCEUB,Galaxy Z Fold8,Cream,12GB,512GB,
DE,SM-F971BZWNEUB,Galaxy Z Fold8,Cream,16GB,1TB,
DE,SM-F976BDGBEUB,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
DE,SM-F976BDGCEUB,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
DE,SM-F976BDGNEUB,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
DE,SM-F976BZKBEUB,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
DE,SM-F976BZKCEUB,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
DE,SM-F976BZKNEUB,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
DE,SM-F976BZVBEUB,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
DE,SM-F976BZVCEUB,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
DE,SM-F976BZVNEUB,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
DE,SM-F976BZWBEUB,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
DE,SM-F976BZWCEUB,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
DE,SM-F976BZWNEUB,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
DE,SM-L340NZEAEUB,Galaxy Watch9,Cream,,BLUETOOTH,O
DE,SM-L340NZEDWEU,Galaxy Watch9,Cream,,BLUETOOTH,O
DE,SM-L340NZKAEUB,Galaxy Watch9,Graphite,,BLUETOOTH,
DE,SM-L340NZKDWEU,Galaxy Watch9,Graphite,,BLUETOOTH,
DE,SM-L345FZEAEUB,Galaxy Watch9,Cream,,LTE,O
DE,SM-L345FZKAEUB,Galaxy Watch9,Graphite,,LTE,
DE,SM-L350NZKAEUB,Galaxy Watch9,Graphite,,BLUETOOTH,O
DE,SM-L350NZKDWEU,Galaxy Watch9,Graphite,,BLUETOOTH,O
DE,SM-L350NZSAEUB,Galaxy Watch9,Silver,,BLUETOOTH,
DE,SM-L350NZSDWEU,Galaxy Watch9,Silver,,BLUETOOTH,
DE,SM-L355FZKAEUB,Galaxy Watch9,Graphite,,LTE,O
DE,SM-L355FZSAEUB,Galaxy Watch9,Silver,,LTE,
DE,SM-L715FZKAEUB,Galaxy Watch Ultra2,Titanium Gray,,LTE,
DE,SM-L715FZSAEUB,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
ES,SM-F776BLGGEUB,Galaxy Z Flip8,Mint,12GB,256GB,O
ES,SM-F776BLGHEUB,Galaxy Z Flip8,Mint,12GB,512GB,
ES,SM-F776BLIGEUB,Galaxy Z Flip8,Pink,12GB,256GB,O
ES,SM-F776BLIHEUB,Galaxy Z Flip8,Pink,12GB,512GB,
ES,SM-F776BZKGEUB,Galaxy Z Flip8,Graphite,12GB,256GB,
ES,SM-F776BZKHEUB,Galaxy Z Flip8,Graphite,12GB,512GB,
ES,SM-F776BZWGEUB,Galaxy Z Flip8,Cream,12GB,256GB,
ES,SM-F776BZWHEUB,Galaxy Z Flip8,Cream,12GB,512GB,
ES,SM-F971BLVBEUB,Galaxy Z Fold8,Lavender,12GB,256GB,O
ES,SM-F971BLVCEUB,Galaxy Z Fold8,Lavender,12GB,512GB,
ES,SM-F971BLVNEUB,Galaxy Z Fold8,Lavender,16GB,1TB,
ES,SM-F971BZGBEUB,Galaxy Z Fold8,Pistachio,12GB,256GB,O
ES,SM-F971BZGCEUB,Galaxy Z Fold8,Pistachio,12GB,512GB,
ES,SM-F971BZGNEUB,Galaxy Z Fold8,Pistachio,16GB,1TB,
ES,SM-F971BZKBEUB,Galaxy Z Fold8,Graphite,12GB,256GB,
ES,SM-F971BZKCEUB,Galaxy Z Fold8,Graphite,12GB,512GB,
ES,SM-F971BZKNEUB,Galaxy Z Fold8,Graphite,16GB,1TB,
ES,SM-F971BZWBEUB,Galaxy Z Fold8,Cream,12GB,256GB,
ES,SM-F971BZWCEUB,Galaxy Z Fold8,Cream,12GB,512GB,
ES,SM-F971BZWNEUB,Galaxy Z Fold8,Cream,16GB,1TB,
ES,SM-F976BDGBEUB,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,O
ES,SM-F976BDGCEUB,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,
ES,SM-F976BDGNEUB,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
ES,SM-F976BZKBEUB,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
ES,SM-F976BZKCEUB,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
ES,SM-F976BZKNEUB,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
ES,SM-F976BZVBEUB,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,O
ES,SM-F976BZVCEUB,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,
ES,SM-F976BZVNEUB,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
ES,SM-F976BZWBEUB,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
ES,SM-F976BZWCEUB,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
ES,SM-F976BZWNEUB,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
ES,SM-L340NZEAEUB,Galaxy Watch9,Cream,,BLUETOOTH,O
ES,SM-L340NZEDWEU,Galaxy Watch9,Cream,,BLUETOOTH,O
ES,SM-L340NZKAEUB,Galaxy Watch9,Graphite,,BLUETOOTH,
ES,SM-L340NZKDWEU,Galaxy Watch9,Graphite,,BLUETOOTH,
ES,SM-L345FZEAEUB,Galaxy Watch9,Cream,,LTE,O
ES,SM-L345FZKAEUB,Galaxy Watch9,Graphite,,LTE,
ES,SM-L350NZKAEUB,Galaxy Watch9,Graphite,,BLUETOOTH,O
ES,SM-L350NZKDWEU,Galaxy Watch9,Graphite,,BLUETOOTH,O
ES,SM-L350NZSAEUB,Galaxy Watch9,Silver,,BLUETOOTH,
ES,SM-L350NZSDWEU,Galaxy Watch9,Silver,,BLUETOOTH,
ES,SM-L355FZKAEUB,Galaxy Watch9,Graphite,,LTE,O
ES,SM-L355FZSAEUB,Galaxy Watch9,Silver,,LTE,
ES,SM-L715FZKAEUB,Galaxy Watch Ultra2,Titanium Gray,,LTE,
ES,SM-L715FZSAEUB,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
FR,SM-F776BLGGEUB,Galaxy Z Flip8,Mint,12GB,256GB,
FR,SM-F776BLGHEUB,Galaxy Z Flip8,Mint,12GB,512GB,O
FR,SM-F776BLIGEUB,Galaxy Z Flip8,Pink,12GB,256GB,
FR,SM-F776BLIHEUB,Galaxy Z Flip8,Pink,12GB,512GB,O
FR,SM-F776BZKGEUB,Galaxy Z Flip8,Graphite,12GB,256GB,
FR,SM-F776BZKHEUB,Galaxy Z Flip8,Graphite,12GB,512GB,
FR,SM-F776BZWGEUB,Galaxy Z Flip8,Cream,12GB,256GB,
FR,SM-F776BZWHEUB,Galaxy Z Flip8,Cream,12GB,512GB,
FR,SM-F971BLVBEUB,Galaxy Z Fold8,Lavender,12GB,256GB,
FR,SM-F971BLVCEUB,Galaxy Z Fold8,Lavender,12GB,512GB,O
FR,SM-F971BLVNEUB,Galaxy Z Fold8,Lavender,16GB,1TB,
FR,SM-F971BZGBEUB,Galaxy Z Fold8,Pistachio,12GB,256GB,
FR,SM-F971BZGCEUB,Galaxy Z Fold8,Pistachio,12GB,512GB,O
FR,SM-F971BZGNEUB,Galaxy Z Fold8,Pistachio,16GB,1TB,
FR,SM-F971BZKBEUB,Galaxy Z Fold8,Graphite,12GB,256GB,
FR,SM-F971BZKCEUB,Galaxy Z Fold8,Graphite,12GB,512GB,
FR,SM-F971BZKNEUB,Galaxy Z Fold8,Graphite,16GB,1TB,
FR,SM-F971BZWBEUB,Galaxy Z Fold8,Cream,12GB,256GB,
FR,SM-F971BZWCEUB,Galaxy Z Fold8,Cream,12GB,512GB,
FR,SM-F971BZWNEUB,Galaxy Z Fold8,Cream,16GB,1TB,
FR,SM-F976BDGBEUB,Galaxy Z Fold8 Ultra,Green Shadow,12GB,256GB,
FR,SM-F976BDGCEUB,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,O
FR,SM-F976BDGNEUB,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
FR,SM-F976BZKBEUB,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
FR,SM-F976BZKCEUB,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
FR,SM-F976BZKNEUB,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
FR,SM-F976BZVBEUB,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,
FR,SM-F976BZVCEUB,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,O
FR,SM-F976BZVNEUB,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
FR,SM-F976BZWBEUB,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
FR,SM-F976BZWCEUB,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
FR,SM-F976BZWNEUB,Galaxy Z Fold8 Ultra,Cream,16GB,1TB,
FR,SM-L340NZEAEUB,Galaxy Watch9,Cream,,BLUETOOTH,O
FR,SM-L340NZEDWEU,Galaxy Watch9,Cream,,BLUETOOTH,O
FR,SM-L340NZKAEUB,Galaxy Watch9,Graphite,,BLUETOOTH,
FR,SM-L340NZKDWEU,Galaxy Watch9,Graphite,,BLUETOOTH,
FR,SM-L345FZEAEUB,Galaxy Watch9,Cream,,LTE,O
FR,SM-L345FZKAEUB,Galaxy Watch9,Graphite,,LTE,
FR,SM-L350NZKAEUB,Galaxy Watch9,Graphite,,BLUETOOTH,O
FR,SM-L350NZKDWEU,Galaxy Watch9,Graphite,,BLUETOOTH,O
FR,SM-L350NZSAEUB,Galaxy Watch9,Silver,,BLUETOOTH,
FR,SM-L350NZSDWEU,Galaxy Watch9,Silver,,BLUETOOTH,
FR,SM-L355FZKAEUB,Galaxy Watch9,Graphite,,LTE,O
FR,SM-L355FZSAEUB,Galaxy Watch9,Silver,,LTE,
FR,SM-L715FZKAEUB,Galaxy Watch Ultra2,Titanium Gray,,LTE,
FR,SM-L715FZSAEUB,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
HK,SM-F7760LGOTGY,Galaxy Z Flip8,Mint,12GB,256GB,
HK,SM-F7760LGPTGY,Galaxy Z Flip8,Mint,12GB,512GB,O
HK,SM-F7760LIOTGY,Galaxy Z Flip8,Pink,12GB,256GB,
HK,SM-F7760LIPTGY,Galaxy Z Flip8,Pink,12GB,512GB,O
HK,SM-F7760ZKOTGY,Galaxy Z Flip8,Graphite,12GB,256GB,
HK,SM-F7760ZKPTGY,Galaxy Z Flip8,Graphite,12GB,512GB,
HK,SM-F7760ZWOTGY,Galaxy Z Flip8,Cream,12GB,256GB,
HK,SM-F9710LVITGY,Galaxy Z Fold8,Lavender,12GB,256GB,
HK,SM-F9710LVOTGY,Galaxy Z Fold8,Lavender,12GB,512GB,O
HK,SM-F9710LVPTGY,Galaxy Z Fold8,Lavender,16GB,1TB,
HK,SM-F9710ZGOTGY,Galaxy Z Fold8,Pistachio,12GB,512GB,O
HK,SM-F9710ZGPTGY,Galaxy Z Fold8,Pistachio,16GB,1TB,
HK,SM-F9710ZKITGY,Galaxy Z Fold8,Graphite,12GB,256GB,
HK,SM-F9710ZKOTGY,Galaxy Z Fold8,Graphite,12GB,512GB,
HK,SM-F9710ZKPTGY,Galaxy Z Fold8,Graphite,16GB,1TB,
HK,SM-F9710ZWITGY,Galaxy Z Fold8,Cream,12GB,256GB,
HK,SM-F9710ZWOTGY,Galaxy Z Fold8,Cream,12GB,512GB,
HK,SM-F9760DGOTGY,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,O
HK,SM-F9760DGPTGY,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
HK,SM-F9760ZKITGY,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
HK,SM-F9760ZKOTGY,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
HK,SM-F9760ZKPTGY,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
HK,SM-F9760ZVITGY,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,
HK,SM-F9760ZVOTGY,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,512GB,O
HK,SM-F9760ZVPTGY,Galaxy Z Fold8 Ultra,Violet Shadow,16GB,1TB,
HK,SM-F9760ZWITGY,Galaxy Z Fold8 Ultra,Cream,12GB,256GB,
HK,SM-F9760ZWOTGY,Galaxy Z Fold8 Ultra,Cream,12GB,512GB,
HK,SM-L340NZEATGY,Galaxy Watch9,Cream,,BLUETOOTH,O
HK,SM-L340NZKATGY,Galaxy Watch9,Graphite,,BLUETOOTH,
HK,SM-L345FZEATGY,Galaxy Watch9,Cream,,LTE,O
HK,SM-L345FZKATGY,Galaxy Watch9,Graphite,,LTE,
HK,SM-L350NZKATGY,Galaxy Watch9,Graphite,,BLUETOOTH,
HK,SM-L350NZSATGY,Galaxy Watch9,Silver,,BLUETOOTH,O
HK,SM-L355FZKATGY,Galaxy Watch9,Graphite,,LTE,
HK,SM-L355FZSATGY,Galaxy Watch9,Silver,,LTE,O
HK,SM-L715FZKATGY,Galaxy Watch Ultra2,Titanium Gray,,LTE,
HK,SM-L715FZSATGY,Galaxy Watch Ultra2,Titanium Silver,,LTE,O
HK_EN,SM-F7760LGOTGY,Galaxy Z Flip8,Mint,12GB,256GB,
HK_EN,SM-F7760LGPTGY,Galaxy Z Flip8,Mint,12GB,512GB,O
HK_EN,SM-F7760LIOTGY,Galaxy Z Flip8,Pink,12GB,256GB,
HK_EN,SM-F7760LIPTGY,Galaxy Z Flip8,Pink,12GB,512GB,O
HK_EN,SM-F7760ZKOTGY,Galaxy Z Flip8,Graphite,12GB,256GB,
HK_EN,SM-F7760ZKPTGY,Galaxy Z Flip8,Graphite,12GB,512GB,
HK_EN,SM-F7760ZWOTGY,Galaxy Z Flip8,Cream,12GB,256GB,
HK_EN,SM-F9710LVITGY,Galaxy Z Fold8,Lavender,12GB,256GB,
HK_EN,SM-F9710LVOTGY,Galaxy Z Fold8,Lavender,12GB,512GB,O
HK_EN,SM-F9710LVPTGY,Galaxy Z Fold8,Lavender,16GB,1TB,
HK_EN,SM-F9710ZGOTGY,Galaxy Z Fold8,Pistachio,12GB,512GB,O
HK_EN,SM-F9710ZGPTGY,Galaxy Z Fold8,Pistachio,16GB,1TB,
HK_EN,SM-F9710ZKITGY,Galaxy Z Fold8,Graphite,12GB,256GB,
HK_EN,SM-F9710ZKOTGY,Galaxy Z Fold8,Graphite,12GB,512GB,
HK_EN,SM-F9710ZKPTGY,Galaxy Z Fold8,Graphite,16GB,1TB,
HK_EN,SM-F9710ZWITGY,Galaxy Z Fold8,Cream,12GB,256GB,
HK_EN,SM-F9710ZWOTGY,Galaxy Z Fold8,Cream,12GB,512GB,
HK_EN,SM-F9760DGOTGY,Galaxy Z Fold8 Ultra,Green Shadow,12GB,512GB,O
HK_EN,SM-F9760DGPTGY,Galaxy Z Fold8 Ultra,Green Shadow,16GB,1TB,
HK_EN,SM-F9760ZKITGY,Galaxy Z Fold8 Ultra,Graphite,12GB,256GB,
HK_EN,SM-F9760ZKOTGY,Galaxy Z Fold8 Ultra,Graphite,12GB,512GB,
HK_EN,SM-F9760ZKPTGY,Galaxy Z Fold8 Ultra,Graphite,16GB,1TB,
HK_EN,SM-F9760ZVITGY,Galaxy Z Fold8 Ultra,Violet Shadow,12GB,256GB,
